date,global,north,south
196307,0.08,0.15,0.01
196308,0.20,0.18,0.23
196309,0.17,0.14,0.21
196310,0.13,0.32,-0.05
196311,0.11,0.32,-0.09
196312,0.05,0.15,-0.05
196401,-0.04,-0.04,-0.05
196402,-0.10,-0.06,-0.13
196403,-0.20,-0.29,-0.12
196404,-0.26,-0.32,-0.20
196405,-0.20,-0.11,-0.30
196406,-0.03,-0.07,0.00
196407,-0.03,-0.07,0.02
196408,-0.12,-0.19,-0.05
196409,-0.24,-0.27,-0.20
196410,-0.27,-0.32,-0.23
196411,-0.24,-0.29,-0.19
196412,-0.23,-0.22,-0.25
196501,-0.07,-0.04,-0.10
196502,-0.16,-0.35,0.03
196503,-0.13,-0.10,-0.15
196504,-0.17,-0.24,-0.10
196505,-0.11,-0.17,-0.05
196506,-0.08,-0.16,-0.01
196507,-0.07,-0.12,-0.02
196508,-0.02,-0.15,0.11
196509,-0.07,-0.15,0.02
196510,0.01,-0.02,0.04
196511,0.00,0.05,-0.06
196512,-0.03,-0.04,-0.02
196601,-0.15,-0.22,-0.07
196602,-0.03,-0.01,-0.05
196603,0.00,-0.06,0.05
196604,-0.11,-0.19,-0.04
196605,-0.05,-0.02,-0.07
196606,0.04,0.09,-0.01
196607,0.13,0.18,0.08
196608,-0.02,0.21,-0.24
196609,0.01,0.11,-0.09
196610,-0.14,-0.12,-0.16
196611,-0.03,-0.01,-0.04
196612,-0.02,-0.03,-0.01
196701,-0.09,-0.22,0.04
196702,-0.18,-0.30,-0.06
196703,0.04,0.17,-0.09
196704,-0.01,0.11,-0.12
196705,0.19,0.26,0.11
196706,0.00,0.02,-0.01
196707,0.02,0.09,-0.05
196708,0.03,0.11,-0.05
196709,0.01,0.05,-0.04
196710,0.12,0.26,-0.01
196711,-0.05,0.02,-0.12
196712,0.02,0.13,-0.10
196801,-0.22,-0.27,-0.17
196802,-0.14,-0.14,-0.14
196803,0.16,0.38,-0.06
196804,-0.05,0.00,-0.09
196805,-0.06,0.03,-0.16
196806,-0.02,0.03,-0.07
196807,-0.09,-0.02,-0.15
196808,-0.01,-0.01,-0.02
196809,-0.09,0.00,-0.18
196810,0.06,-0.07,0.19
196811,-0.10,-0.26,0.07
196812,-0.11,-0.31,0.09
196901,-0.07,-0.41,0.26
196902,-0.07,-0.35,0.21
196903,0.08,-0.11,0.26
196904,0.19,0.05,0.33
196905,0.22,0.13,0.31
196906,0.10,0.01,0.19
196907,0.03,0.08,-0.02
196908,0.06,0.08,0.04
196909,0.11,0.08,0.13
196910,0.13,-0.01,0.28
196911,0.14,0.15,0.13
196912,0.29,0.42,0.16
197001,0.17,0.10,0.25
197002,0.21,0.21,0.21
197003,0.11,-0.05,0.26
197004,0.10,-0.02,0.22
197005,0.03,0.02,0.03
197006,0.02,0.02,0.02
197007,0.05,0.03,0.06
197008,-0.05,0.01,-0.11
197009,0.10,-0.01,0.21
197010,0.01,-0.23,0.24
197011,0.01,-0.04,0.06
197012,-0.09,-0.25,0.07
197101,-0.04,-0.19,0.10
197102,-0.15,-0.24,-0.06
197103,-0.11,-0.19,-0.02
197104,-0.06,-0.15,0.03
197105,-0.01,-0.08,0.06
197106,-0.09,-0.09,-0.09
197107,-0.03,-0.07,0.02
197108,0.00,-0.11,0.11
197109,0.04,-0.07,0.15
197110,-0.09,-0.25,0.08
197111,-0.10,-0.05,-0.15
197112,-0.06,-0.11,-0.02
197201,-0.18,-0.48,0.13
197202,-0.13,-0.44,0.19
197203,0.08,0.03,0.14
197204,0.06,-0.05,0.17
197205,0.01,-0.11,0.12
197206,0.13,-0.03,0.28
197207,0.07,0.02,0.13
197208,0.20,-0.01,0.42
197209,0.10,-0.18,0.37
197210,0.12,-0.03,0.27
197211,0.03,-0.22,0.28
197212,0.24,0.04,0.43
197301,0.32,0.16,0.47
197302,0.34,0.39,0.29
197303,0.29,0.29,0.29
197304,0.33,0.26,0.40
197305,0.28,0.17,0.39
197306,0.27,0.21,0.33
197307,0.16,0.09,0.22
197308,0.10,0.09,0.11
197309,0.13,-0.04,0.30
197310,0.10,-0.09,0.30
197311,0.04,-0.10,0.19
197312,0.00,0.06,-0.06
197401,-0.08,-0.20,0.05
197402,-0.25,-0.35,-0.16
197403,-0.06,0.03,-0.14
197404,-0.07,-0.05,-0.08
197405,0.01,-0.15,0.16
197406,0.00,-0.13,0.13
197407,0.02,-0.05,0.08
197408,0.11,-0.06,0.28
197409,-0.05,-0.10,0.00
197410,-0.03,-0.19,0.14
197411,-0.10,-0.28,0.07
197412,-0.09,-0.26,0.07
197501,0.05,0.04,0.06
197502,0.10,0.12,0.08
197503,0.16,0.15,0.17
197504,0.09,0.11,0.07
197505,0.15,0.01,0.29
197506,0.08,-0.01,0.17
197507,0.02,-0.03,0.07
197508,-0.09,-0.09,-0.10
197509,0.02,-0.04,0.08
197510,-0.15,-0.23,-0.07
197511,-0.19,-0.33,-0.04
197512,-0.12,-0.13,-0.10
197601,-0.02,0.04,-0.08
197602,-0.08,-0.15,0.00
197603,-0.16,-0.25,-0.06
197604,-0.02,0.07,-0.10
197605,-0.18,-0.19,-0.17
197606,-0.07,-0.16,0.01
197607,0.00,-0.16,0.16
197608,-0.04,-0.12,0.05
197609,0.02,-0.02,0.06
197610,-0.21,-0.47,0.05
197611,-0.05,-0.30,0.21
197612,0.16,-0.17,0.49
197701,0.24,-0.05,0.52
197702,0.20,0.03,0.37
197703,0.23,0.18,0.28
197704,0.26,0.24,0.28
197705,0.31,0.27,0.34
197706,0.28,0.28,0.28
197707,0.22,0.14,0.31
197708,0.23,0.11,0.35
197709,0.12,0.20,0.03
197710,0.07,-0.05,0.19
197711,0.19,0.27,0.11
197712,0.10,0.08,0.11
197801,0.12,0.20,0.03
197802,0.16,0.10,0.21
197803,0.22,0.21,0.22
197804,0.15,0.15,0.15
197805,0.11,-0.01,0.23
197806,0.04,-0.10,0.18
197807,0.09,-0.03,0.21
197808,-0.07,-0.10,-0.04
197809,0.10,0.03,0.17
197810,0.06,0.01,0.10
197811,0.18,0.20,0.16
197812,0.12,0.06,0.18
197901,0.15,0.07,0.24
197902,-0.04,-0.30,0.22
197903,0.17,0.11,0.23
197904,0.09,-0.16,0.35
197905,0.14,0.06,0.21
197906,0.19,0.16,0.23
197907,0.12,0.13,0.11
197908,0.21,0.13,0.29
197909,0.28,0.26,0.30
197910,0.28,0.22,0.34
197911,0.27,0.19,0.36
197912,0.51,0.58,0.44
198001,0.36,0.31,0.41
198002,0.46,0.48,0.43
198003,0.35,0.10,0.59
198004,0.35,0.20,0.51
198005,0.39,0.29,0.48
198006,0.27,0.25,0.29
198007,0.31,0.22,0.40
198008,0.28,0.16,0.40
198009,0.25,0.10,0.41
198010,0.19,0.15,0.23
198011,0.26,0.17,0.35
198012,0.24,0.14,0.33
198101,0.51,0.79,0.22
198102,0.42,0.61,0.24
198103,0.46,0.61,0.31
198104,0.34,0.40,0.27
198105,0.28,0.26,0.30
198106,0.33,0.34,0.31
198107,0.32,0.18,0.46
198108,0.35,0.23,0.46
198109,0.22,0.20,0.25
198110,0.25,0.29,0.21
198111,0.29,0.36,0.21
198112,0.45,0.58,0.33
198201,0.09,-0.10,0.29
198202,0.21,0.21,0.20
198203,0.05,0.05,0.05
198204,0.16,0.20,0.11
198205,0.18,0.10,0.26
198206,0.10,0.07,0.13
198207,0.19,0.11,0.26
198208,0.11,0.00,0.21
198209,0.20,0.11,0.29
198210,0.17,0.04,0.29
198211,0.16,-0.12,0.45
198212,0.45,0.40,0.49
198301,0.49,0.46,0.53
198302,0.46,0.35,0.57
198303,0.42,0.39,0.45
198304,0.28,0.06,0.50
198305,0.38,0.11,0.65
198306,0.30,0.19,0.41
198307,0.23,0.25,0.20
198308,0.36,0.30,0.43
198309,0.42,0.28,0.57
198310,0.22,0.12,0.32
198311,0.35,0.51,0.20
198312,0.24,0.21,0.27
198401,0.31,0.33,0.28
198402,0.20,0.07,0.33
198403,0.31,0.25,0.36
198404,0.12,-0.01,0.25
198405,0.36,0.29,0.43
198406,0.11,0.11,0.10
198407,0.18,0.11,0.24
198408,0.21,0.12,0.29
198409,0.24,0.08,0.40
198410,0.17,0.05,0.29
198411,0.08,-0.09,0.25
198412,0.02,-0.31,0.35
198501,0.27,0.17,0.38
198502,0.04,-0.22,0.29
198503,0.22,0.05,0.39
198504,0.15,-0.01,0.30
198505,0.20,0.10,0.29
198506,0.19,0.10,0.28
198507,0.04,-0.03,0.12
198508,0.17,0.03,0.31
198509,0.17,0.06,0.27
198510,0.13,-0.01,0.26
198511,0.11,0.07,0.15
198512,0.19,0.20,0.18
198601,0.28,0.32,0.24
198602,0.39,0.34,0.44
198603,0.31,0.27,0.35
198604,0.25,0.19,0.31
198605,0.27,0.23,0.31
198606,0.18,0.17,0.19
198607,0.17,0.06,0.28
198608,0.19,0.12,0.27
198609,0.12,0.05,0.20
198610,0.17,0.03,0.32
198611,0.14,0.03,0.24
198612,0.21,0.12,0.31
198701,0.35,0.26,0.43
198702,0.39,0.39,0.38
198703,0.19,0.03,0.36
198704,0.26,0.09,0.44
198705,0.32,0.29,0.34
198706,0.36,0.22,0.51
198707,0.48,0.36,0.60
198708,0.31,0.36,0.26
198709,0.40,0.37,0.43
198710,0.33,0.20,0.46
198711,0.26,0.05,0.47
198712,0.45,0.49,0.40
198801,0.55,0.53,0.56
198802,0.46,0.47,0.46
198803,0.52,0.46,0.58
198804,0.45,0.44,0.46
198805,0.46,0.47,0.46
198806,0.43,0.45,0.41
198807,0.36,0.49,0.22
198808,0.41,0.31,0.50
198809,0.39,0.34,0.43
198810,0.36,0.22,0.50
198811,0.14,0.08,0.21
198812,0.29,0.40,0.18
198901,0.11,0.00,0.22
198902,0.32,0.40,0.24
198903,0.32,0.38,0.26
198904,0.31,0.31,0.30
198905,0.20,0.26,0.15
198906,0.22,0.31,0.13
198907,0.30,0.36,0.24
198908,0.33,0.33,0.34
198909,0.39,0.33,0.44
198910,0.32,0.25,0.38
198911,0.17,0.08,0.27
198912,0.41,0.43,0.39
199001,0.39,0.39,0.38
199002,0.40,0.46,0.34
199003,0.75,1.07,0.43
199004,0.61,0.71,0.50
199005,0.52,0.57,0.46
199006,0.39,0.50,0.28
199007,0.42,0.35,0.48
199008,0.35,0.43,0.28
199009,0.32,0.47,0.17
199010,0.42,0.44,0.39
199011,0.41,0.40,0.41
199012,0.43,0.43,0.42
199101,0.41,0.57,0.25
199102,0.50,0.56,0.43
199103,0.37,0.41,0.32
199104,0.52,0.57,0.47
199105,0.42,0.44,0.40
199106,0.54,0.50,0.58
199107,0.48,0.48,0.48
199108,0.42,0.37,0.46
199109,0.42,0.39,0.44
199110,0.33,0.34,0.31
199111,0.30,0.34,0.26
199112,0.30,0.22,0.37
199201,0.43,0.52,0.35
199202,0.43,0.46,0.40
199203,0.47,0.50,0.44
199204,0.30,0.17,0.42
199205,0.34,0.18,0.50
199206,0.30,0.12,0.48
199207,0.14,0.00,0.28
199208,0.11,0.00,0.21
199209,0.04,-0.10,0.18
199210,0.06,-0.14,0.25
199211,0.05,-0.05,0.14
199212,0.20,0.22,0.18
199301,0.34,0.36,0.31
199302,0.39,0.52,0.26
199303,0.37,0.40,0.34
199304,0.32,0.29,0.34
199305,0.30,0.32,0.29
199306,0.31,0.29,0.32
199307,0.27,0.18,0.35
199308,0.18,0.10,0.26
199309,0.19,0.06,0.32
199310,0.25,0.17,0.34
199311,0.08,-0.10,0.25
199312,0.20,0.25,0.16
199401,0.23,0.27,0.20
199402,0.06,-0.01,0.13
199403,0.30,0.41,0.19
199404,0.40,0.47,0.32
199405,0.33,0.40,0.26
199406,0.43,0.42,0.43
199407,0.32,0.34,0.30
199408,0.25,0.38,0.11
199409,0.35,0.39,0.31
199410,0.44,0.58,0.30
199411,0.43,0.46,0.40
199412,0.39,0.38,0.39
199501,0.54,0.78,0.30
199502,0.76,1.15,0.36
199503,0.50,0.62,0.38
199504,0.50,0.73,0.27
199505,0.33,0.43,0.22
199506,0.46,0.57,0.36
199507,0.50,0.44,0.55
199508,0.53,0.62,0.44
199509,0.41,0.51,0.32
199510,0.44,0.54,0.33
199511,0.46,0.59,0.32
199512,0.30,0.38,0.23
199601,0.28,0.33,0.23
199602,0.49,0.58,0.39
199603,0.37,0.38,0.37
199604,0.34,0.22,0.46
199605,0.33,0.42,0.25
199606,0.30,0.32,0.27
199607,0.37,0.36,0.39
199608,0.45,0.25,0.65
199609,0.28,0.15,0.41
199610,0.21,0.06,0.35
199611,0.39,0.42,0.36
199612,0.36,0.36,0.36
199701,0.26,0.27,0.25
199702,0.37,0.47,0.27
199703,0.52,0.68,0.35
199704,0.39,0.51,0.27
199705,0.39,0.45,0.33
199706,0.56,0.57,0.56
199707,0.43,0.51,0.35
199708,0.47,0.53,0.41
199709,0.61,0.61,0.61
199710,0.64,0.69,0.59
199711,0.62,0.61,0.64
199712,0.58,0.52,0.64
199801,0.59,0.62,0.57
199802,0.81,0.90,0.72
199803,0.64,0.68,0.59
199804,0.72,0.91,0.53
199805,0.70,0.68,0.71
199806,0.74,0.80,0.68
199807,0.71,0.83,0.58
199808,0.71,0.84,0.59
199809,0.50,0.67,0.33
199810,0.44,0.51,0.38
199811,0.44,0.48,0.40
199812,0.58,0.78,0.38
199901,0.47,0.55,0.38
199902,0.65,0.95,0.34
199903,0.36,0.31,0.42
199904,0.36,0.54,0.18
199905,0.32,0.41,0.23
199906,0.41,0.41,0.41
199907,0.38,0.44,0.32
199908,0.38,0.40,0.36
199909,0.42,0.46,0.39
199910,0.34,0.40,0.28
199911,0.36,0.53,0.19
199912,0.46,0.75,0.18
200001,0.31,0.43,0.20
200002,0.54,0.80,0.27
200003,0.53,0.76,0.29
200004,0.59,0.87,0.32
200005,0.37,0.54,0.19
200006,0.39,0.44,0.34
200007,0.40,0.50,0.30
200008,0.44,0.51,0.36
200009,0.45,0.43,0.46
200010,0.30,0.29,0.32
200011,0.30,0.21,0.39
200012,0.29,0.29,0.30
200101,0.46,0.52,0.40
200102,0.43,0.43,0.43
200103,0.54,0.67,0.41
200104,0.53,0.58,0.48
200105,0.57,0.65,0.48
200106,0.53,0.57,0.49
200107,0.62,0.70,0.54
200108,0.54,0.71,0.37
200109,0.55,0.62,0.48
200110,0.50,0.57,0.43
200111,0.69,0.94,0.44
200112,0.62,0.78,0.46
200201,0.68,0.86,0.50
200202,0.68,0.93,0.44
200203,0.83,1.00,0.65
200204,0.56,0.47,0.65
200205,0.66,0.55,0.76
200206,0.58,0.69,0.48
200207,0.64,0.70,0.58
200208,0.56,0.59,0.54
200209,0.61,0.64,0.57
200210,0.57,0.55,0.58
200211,0.57,0.73,0.41
200212,0.51,0.53,0.48
200301,0.71,0.85,0.56
200302,0.62,0.61,0.64
200303,0.59,0.61,0.57
200304,0.57,0.63,0.52
200305,0.60,0.72,0.48
200306,0.50,0.57,0.42
200307,0.58,0.69,0.46
200308,0.64,0.86,0.43
200309,0.69,0.86,0.51
200310,0.74,1.01,0.48
200311,0.56,0.70,0.41
200312,0.73,0.96,0.51
200401,0.62,0.72,0.52
200402,0.70,0.84,0.56
200403,0.67,0.88,0.47
200404,0.62,0.69,0.55
200405,0.40,0.50,0.29
200406,0.44,0.49,0.40
200407,0.37,0.57,0.16
200408,0.49,0.57,0.41
200409,0.55,0.66,0.44
200410,0.62,0.71,0.54
200411,0.70,0.97,0.42
200412,0.54,0.54,0.54
200501,0.76,0.98,0.55
200502,0.63,0.75,0.51
200503,0.74,0.90,0.57
200504,0.68,0.90,0.47
200505,0.66,0.84,0.49
200506,0.67,0.79,0.54
200507,0.64,0.82,0.47
200508,0.60,0.73,0.47
200509,0.71,0.90,0.51
200510,0.73,0.93,0.54
200511,0.76,1.09,0.43
200512,0.72,0.93,0.52
200601,0.60,0.70,0.50
200602,0.76,1.00,0.51
200603,0.65,0.81,0.49
200604,0.55,0.67,0.43
200605,0.55,0.80,0.30
200606,0.64,0.81,0.48
200607,0.56,0.71,0.42
200608,0.71,0.76,0.66
200609,0.67,0.86,0.48
200610,0.68,0.92,0.45
200611,0.68,0.88,0.48
200612,0.78,1.13,0.43
200701,0.91,1.30,0.53
200702,0.70,0.89,0.52
200703,0.68,0.87,0.49
200704,0.78,1.04,0.51
200705,0.64,0.67,0.61
200706,0.59,0.67,0.52
200707,0.59,0.71,0.47
200708,0.57,0.73,0.42
200709,0.60,0.72,0.48
200710,0.60,0.83,0.37
200711,0.57,0.79,0.35
200712,0.49,0.77,0.20
200801,0.28,0.26,0.29
200802,0.33,0.47,0.19
200803,0.70,1.06,0.35
200804,0.52,0.62,0.42
200805,0.51,0.62,0.40
200806,0.48,0.64,0.33
200807,0.59,0.66,0.52
200808,0.53,0.64,0.42
200809,0.61,0.67,0.55
200810,0.68,0.90,0.45
200811,0.70,0.99,0.40
200812,0.59,0.75,0.43
200901,0.67,0.88,0.46
200902,0.54,0.66,0.42
200903,0.53,0.55,0.51
200904,0.57,0.63,0.51
200905,0.63,0.59,0.66
200906,0.68,0.73,0.63
200907,0.74,0.74,0.74
200908,0.71,0.75,0.66
200909,0.76,0.91,0.61
200910,0.69,0.83,0.55
200911,0.76,0.85,0.67
200912,0.71,0.76,0.66
201001,0.76,0.83,0.69
201002,0.83,0.96,0.70
201003,0.89,1.10,0.69
201004,0.87,1.14,0.61
201005,0.78,0.97,0.59
201006,0.70,0.91,0.50
201007,0.68,0.95,0.40
201008,0.65,0.89,0.42
201009,0.65,0.79,0.52
201010,0.69,0.91,0.47
201011,0.77,1.21,0.33
201012,0.51,0.65,0.37
201101,0.55,0.66,0.43
201102,0.51,0.61,0.42
201103,0.65,0.89,0.40
201104,0.67,0.85,0.48
201105,0.56,0.71,0.41
201106,0.62,0.79,0.45
201107,0.70,0.78,0.62
201108,0.69,0.75,0.64
201109,0.62,0.79,0.44
201110,0.66,0.93,0.40
201111,0.55,0.65,0.45
201112,0.58,0.87,0.29
201201,0.51,0.71,0.31
201202,0.52,0.62,0.41
201203,0.54,0.63,0.44
201204,0.72,1.01,0.43
201205,0.75,0.95,0.56
201206,0.70,0.99,0.42
201207,0.64,0.93,0.34
201208,0.67,0.82,0.51
201209,0.74,0.94,0.55
201210,0.78,0.91,0.65
201211,0.75,0.93,0.57
201212,0.53,0.51,0.55
201301,0.68,0.83,0.53
201302,0.60,0.71,0.49
201303,0.65,0.79,0.51
201304,0.60,0.70,0.49
201305,0.66,0.80,0.52
201306,0.71,0.81,0.60
201307,0.62,0.75,0.50
201308,0.69,0.77,0.61
201309,0.76,0.77,0.75
201310,0.68,0.80,0.56
201311,0.79,1.06,0.51
201312,0.70,0.89,0.52
201401,0.74,0.96,0.52
201402,0.58,0.74,0.43
201403,0.80,1.17,0.43
201404,0.79,1.05,0.54
201405,0.83,0.92,0.74
201406,0.72,0.92,0.53
201407,0.65,0.87,0.44
201408,0.82,1.02,0.62
201409,0.85,0.94,0.75
201410,0.79,0.96,0.62
201411,0.67,0.80,0.53
201412,0.80,1.12,0.48
201501,0.84,1.14,0.53
201502,0.88,1.16,0.61
201503,0.94,1.26,0.62
201504,0.82,1.05,0.58
201505,0.83,1.07,0.58
201506,0.87,1.09,0.64
201507,0.79,0.98,0.60
201508,0.84,1.08,0.60
201509,0.93,1.26,0.61
201510,1.07,1.27,0.86
201511,1.05,1.38,0.71
201512,1.12,1.51,0.74
201601,1.20,1.62,0.78
201602,1.34,1.86,0.82
201603,1.33,1.82,0.85
201604,1.14,1.47,0.81
201605,0.96,1.14,0.78
201606,0.85,1.17,0.52
201607,0.88,1.11,0.64
201608,1.00,1.15,0.86
201609,0.96,1.31,0.61
201610,0.87,1.06,0.68
201611,0.93,1.21,0.65
201612,0.90,1.16,0.64
201701,1.04,1.42,0.66
201702,1.10,1.44,0.77
201703,1.11,1.44,0.78
201704,0.95,1.21,0.69
201705,0.91,1.00,0.83
201706,0.77,1.03,0.52
201707,0.86,1.06,0.66
201708,0.88,1.10,0.65
201709,0.87,1.11,0.63
201710,0.92,1.12,0.72
201711,0.89,1.25,0.53
201712,0.96,1.46,0.47
201801,0.84,1.18,0.51
201802,0.89,1.30,0.49
201803,0.88,1.16,0.59
201804,0.91,1.02,0.79
201805,0.84,1.02,0.67
201806,0.80,0.98,0.62
201807,0.85,0.98,0.71
201808,0.82,0.98,0.66
201809,0.83,1.03,0.63
201810,1.02,1.32,0.72
201811,0.85,1.06,0.64
201812,0.94,1.19,0.70
201901,0.93,1.17,0.68
201902,0.92,1.08,0.75
201903,1.15,1.52,0.77
201904,1.05,1.31,0.78
201905,0.91,1.08,0.74
201906,0.92,1.22,0.61
201907,0.93,1.10,0.75
201908,0.94,1.17,0.71
201909,0.95,1.28,0.62
201910,1.02,1.36,0.69
201911,0.98,1.26,0.71
201912,1.12,1.45,0.79
202001,1.16,1.58,0.74
202002,1.21,1.68,0.74
202003,1.14,1.55,0.73
202004,1.14,1.42,0.85
202005,1.00,1.31,0.69
202006,0.94,1.20,0.68
202007,0.91,1.19,0.64
202008,0.91,1.19,0.62
202009,1.00,1.28,0.73
202010,0.91,1.27,0.55
202011,1.07,1.57,0.57
202012,0.83,1.25,0.40
202101,0.83,1.27,0.39
202102,0.65,0.93,0.38
202103,0.89,1.19,0.58
202104,0.80,1.16,0.45
202105,0.82,1.09,0.55
202106,0.85,1.21,0.49
202107,0.91,1.15,0.67
202108,0.88,1.11,0.66
202109,0.94,1.15,0.73
202110,0.99,1.33,0.65
202111,0.94,1.38,0.50
202112,0.90,1.23,0.56
202201,0.92,1.28,0.57
202202,0.90,1.21,0.59
202203,1.07,1.47,0.66
202204,0.88,1.17,0.60
202205,0.83,1.05,0.61
202206,0.93,1.18,0.68
202207,0.91,1.13,0.69
202208,0.92,1.24,0.60
202209,0.88,1.20,0.57
202210,0.96,1.34,0.58
202211,0.75,1.11,0.39
202212,0.82,1.12,0.52
202301,0.89,1.29,0.49
202302,1.02,1.37,0.68
202303,1.22,1.60,0.85
202304,0.99,1.06,0.92
202305,0.97,1.16,0.79
202306,1.08,1.27,0.89
202307,1.19,1.52,0.86
202308,1.27,1.63,0.90
202309,1.44,1.78,1.10
202310,1.37,1.91,0.83
202311,1.43,2.03,0.83
202312,1.39,1.93,0.85
202401,1.30,1.75,0.86
202402,1.42,1.86,0.98
202403,1.35,1.68,1.02
202404,1.28,1.70,0.86
202405,1.19,1.47,0.90
202406,1.22,1.57,0.87
202407,1.21,1.50,0.93
202408,1.27,1.48,1.06
202409,1.26,1.63,0.89
202410,1.33,1.74,0.93
202411,1.33,1.90,0.76
202412,1.28,1.79,0.78
202501,1.33,1.81,0.85